Microservices,CPU,mem,response,throughtput,timestamp
bookshop-purchases,57.1,659,5.625,0.1,22/07/2020 22:19
bookshop-ui,56.9,293,3977,0.033,22/07/2020 22:19
bookshop-books,56.9,4310,6965,0.161,22/07/2020 22:19
bookshop-purchases,58.8,659,3.5,0.033,22/07/2020 22:19
bookshop-ui,58.8,293,8942,0.067,22/07/2020 22:19
bookshop-books,58.8,4310,1992,0.161,22/07/2020 22:19
bookshop-purchases,58.8,659,4.25,0.067,22/07/2020 22:20
bookshop-ui,58.8,293,3972,0.033,22/07/2020 22:20
bookshop-books,58.8,4310,4971,0.194,22/07/2020 22:20
bookshop-purchases,58.5,659,2.5,0.033,22/07/2020 22:20
bookshop-ui,58.7,293,3.232,84.5,22/07/2020 22:20
bookshop-books,58.7,4310,11710,0.161,22/07/2020 22:20
bookshop-purchases,57,659,14.74,87.96,22/07/2020 22:21
bookshop-ui,59.5,289,3.41,8.167,22/07/2020 22:38
bookshop-purchases,59.1,670,16.66,8.233,22/07/2020 22:38
bookshop-books,58.8,4306,926.4,13.758,22/07/2020 22:38
bookshop-ui,58.4,290,8.907,4.333,22/07/2020 22:38
bookshop-purchases,58.9,670,10.91,5.133,22/07/2020 22:38
bookshop-books,59.2,4307,3921,10.938,22/07/2020 22:38
bookshop-ui,57.6,290,13.82,5.233,22/07/2020 22:39
bookshop-purchases,57.2,670,5.524,5.367,22/07/2020 22:39
bookshop-books,56.8,4307,1.019,8.438,22/07/2020 22:39
bookshop-ui,59,290,2.292,3.733,22/07/2020 22:39
bookshop-purchases,59,670,9.456,4.033,22/07/2020 22:39
bookshop-books,59,4307,5912,6.469,22/07/2020 22:39
bookshop-ui,58.3,290,2.552,3.033,22/07/2020 22:40
bookshop-purchases,58.8,670,9.935,3.067,22/07/2020 22:40
bookshop-books,59,4307,3.11,5.031,22/07/2020 22:40
bookshop-ui,57.6,290,5.259,1.733,22/07/2020 22:40
bookshop-purchases,57.1,670,42.73,1.9,22/07/2020 22:40
bookshop-books,56.9,4307,3980,3.844,22/07/2020 22:40
bookshop-ui,59,290,19.82,1.933,22/07/2020 22:41
bookshop-purchases,59,670,35,2,22/07/2020 22:41
bookshop-books,59,4307,4.568,3.188,22/07/2020 22:41
bookshop-ui,58.8,290,123.6,1.5,22/07/2020 22:41
bookshop-purchases,58.8,670,33.27,1.667,22/07/2020 22:41
bookshop-books,58.8,4307,5965,2.452,22/07/2020 22:41
bookshop-ui,59,290,7584,0.367,22/07/2020 22:45
bookshop-purchases,59,671,8.5,0.367,22/07/2020 22:45
bookshop-books,59,4308,1891,0.484,22/07/2020 22:45
bookshop-ui,58.8,290,7752,0.2,22/07/2020 22:45
bookshop-purchases,58.8,671,11.36,0.333,22/07/2020 22:45
bookshop-books,58.8,4308,377.5,0.452,22/07/2020 22:45
bookshop-ui,58.3,290,11460,0.133,22/07/2020 22:46
bookshop-purchases,58.7,671,7.133,0.233,22/07/2020 22:46
bookshop-books,58.8,4308,15420,0.29,22/07/2020 22:46
bookshop-ui,58.8,290,7960,0.133,22/07/2020 22:47
bookshop-purchases,58.8,671,7,0.1,22/07/2020 22:47
bookshop-books,58.8,4308,6965,0.161,22/07/2020 22:47
bookshop-ui,58.7,290,1232,0.033,22/07/2020 22:47
bookshop-purchases,58.7,671,5.5,0.1,22/07/2020 22:47
bookshop-books,58.7,4309,11630,0.194,22/07/2020 22:47
bookshop-ui,57.3,290,9907,0.067,22/07/2020 22:48
bookshop-purchases,56.8,671,6.375,0.1,22/07/2020 22:48
bookshop-books,56.8,4309,6015,0.097,22/07/2020 22:48
bookshop-ui,58.9,290,361,0.033,22/07/2020 22:49
bookshop-purchases,58.9,671,6,0.067,22/07/2020 22:49
bookshop-books,58.9,4309,9027,0.125,22/07/2020 22:49
bookshop-ui,25.3,289,9.186,3.867,22/07/2020 23:42
bookshop-books,25.3,4302,2255,13.2,22/07/2020 23:42
bookshop-purchases,25.5,656,17.91,3.733,22/07/2020 23:42
bookshop-ui,25.7,289,15.1,7.467,22/07/2020 23:43
bookshop-books,25.7,4302,3.689,11.122,22/07/2020 23:43
bookshop-purchases,25.6,656,99.04,8,22/07/2020 23:43
bookshop-ui,26.6,289,41.55,3.933,22/07/2020 23:44
bookshop-books,26.6,4302,6006,9.385,22/07/2020 23:44
bookshop-purchases,27.6,657,45.06,4.067,22/07/2020 23:44
bookshop-ui,27,289,14.14,3.267,22/07/2020 23:44
bookshop-books,27,4302,8975,7.821,22/07/2020 23:44
bookshop-purchases,26,657,37.51,3.6,22/07/2020 23:44
bookshop-ui,26,290,69.78,4.4,22/07/2020 23:45
bookshop-books,26,4302,3769,8.467,22/07/2020 23:45
bookshop-purchases,26,657,79.35,4.633,22/07/2020 23:45
bookshop-ui,34.5,290,7.851,3.667,22/07/2020 23:45
bookshop-books,34.5,4302,5.417,8.903,22/07/2020 23:45
bookshop-purchases,34.5,657,16.46,3.933,22/07/2020 23:45
bookshop-ui,34.6,291,2.241,4.067,22/07/2020 23:46
bookshop-books,34.6,4302,5.115,7.033,22/07/2020 23:46
bookshop-purchases,34.6,657,25.31,4.133,22/07/2020 23:46
bookshop-ui,33.5,291,2.444,2.933,22/07/2020 23:46
bookshop-books,33.6,4302,2.723,5.533,22/07/2020 23:46
bookshop-purchases,34.6,657,24.03,3.167,22/07/2020 23:46
bookshop-ui,33.6,291,15.2,2.367,22/07/2020 23:47
bookshop-books,33.5,4302,7.253,3.031,22/07/2020 23:47
bookshop-purchases,32.5,658,52.15,2.533,22/07/2020 23:47
bookshop-ui,28.1,291,384.4,0.867,22/07/2020 23:47
bookshop-books,27.8,4302,1.813,2.139,22/07/2020 23:47
bookshop-purchases,28.4,658,136.7,1.033,22/07/2020 23:47
bookshop-ui,27.6,291,79.87,0.633,22/07/2020 23:48
bookshop-books,27.7,4302,3064,1.784,22/07/2020 23:48
bookshop-purchases,28.4,658,130.7,0.767,22/07/2020 23:48
bookshop-ui,27.5,291,37.88,0.633,22/07/2020 23:49
bookshop-books,27.4,4302,2.268,1.444,22/07/2020 23:49
bookshop-purchases,26.7,659,85.52,0.9,22/07/2020 23:49
bookshop-ui,26.7,291,787.5,0.733,22/07/2020 23:49
bookshop-books,26.7,4302,39.12,1.333,22/07/2020 23:49
bookshop-purchases,27.5,659,77.97,0.567,22/07/2020 23:49
bookshop-ui,28.2,291,6069,0.5,22/07/2020 23:50
bookshop-books,28.2,4303,4.587,1.444,22/07/2020 23:50
bookshop-purchases,27.5,659,51.46,0.567,22/07/2020 23:50
bookshop-ui,33.1,291,7655,0.667,22/07/2020 23:50
bookshop-books,33.2,4303,58.57,1.333,22/07/2020 23:50
bookshop-purchases,34.1,659,15.6,0.867,22/07/2020 23:50
bookshop-ui,32.9,291,7619,0.533,22/07/2020 23:51
bookshop-books,32.8,4303,123.1,0.933,22/07/2020 23:51
bookshop-purchases,34.3,659,12.15,0.667,22/07/2020 23:51
bookshop-ui,34.4,291,3578,0.433,22/07/2020 23:51
bookshop-books,34.4,4304,128.6,0.71,22/07/2020 23:51
bookshop-purchases,33,659,7.213,0.5,22/07/2020 23:51
bookshop-ui,27.8,291,8069,0.133,22/07/2020 23:52
bookshop-books,27.8,4304,6207,0.278,22/07/2020 23:52
bookshop-purchases,28.4,659,27.87,0.167,22/07/2020 23:52
bookshop-ui,27.6,291,9239,0.067,22/07/2020 23:53
bookshop-books,27.5,4304,7238,0.297,22/07/2020 23:53
bookshop-purchases,26.9,660,33.88,0.3,22/07/2020 23:53
bookshop-ui,27.2,291,9145,0.067,22/07/2020 23:53
bookshop-books,27.2,4304,815.7,0.278,22/07/2020 23:53
bookshop-purchases,27.7,660,44,0.133,22/07/2020 23:53
bookshop-ui,28,291,9342,0.033,22/07/2020 23:54
bookshop-books,27.9,4304,3378,0.194,22/07/2020 23:54
bookshop-purchases,27.6,660,11.18,0.167,22/07/2020 23:54
bookshop-ui,28.4,291,3844,0.033,22/07/2020 23:55
bookshop-books,28.4,4304,2652,0.25,22/07/2020 23:55
bookshop-purchases,28,660,14.43,0.133,22/07/2020 23:55
bookshop-ui,32.9,291,5181,0.033,22/07/2020 23:55
bookshop-books,33,4304,3600,0.2,22/07/2020 23:55
bookshop-purchases,34,660,8.969,0.167,22/07/2020 23:55
bookshop-ui,34.3,292,1982,0.033,22/07/2020 23:56
bookshop-books,34.3,4304,1917,0.065,22/07/2020 23:56
bookshop-purchases,32.8,660,6.75,0.1,22/07/2020 23:56
bookshop-ui,34.2,292,9953,0.033,22/07/2020 23:57
bookshop-books,34.2,4304,19670,0.111,22/07/2020 23:57
bookshop-purchases,33.3,660,12.25,0.067,22/07/2020 23:57
bookshop-ui,34.2,292,5291,0.033,23/07/2020 00:01
bookshop-books,34.2,4305,3843,0.033,23/07/2020 00:01
bookshop-purchases,34.2,660,13.52,67.467,23/07/2020 00:01
bookshop-ui,19.8,344,8.874,35.933,23/07/2020 00:29
bookshop-purchases,19.8,692,6.877,52.5,23/07/2020 00:29
bookshop-books,19.8,4032,1073,105.23,23/07/2020 00:29
bookshop-ui,42.2,344,7.017,61.233,23/07/2020 00:30
bookshop-purchases,42.2,692,7.214,10.633,23/07/2020 00:30
bookshop-books,42.1,4294,2.73,116.96,23/07/2020 00:30
bookshop-ui,33.5,344,19.12,10.267,23/07/2020 00:31
bookshop-purchases,33.4,692,80.09,6.3,23/07/2020 00:31
bookshop-books,33.2,4295,3742,20.226,23/07/2020 00:31
bookshop-ui,30.3,344,20.52,6.167,23/07/2020 00:31
bookshop-purchases,30.3,692,60.7,3.367,23/07/2020 00:31
bookshop-books,30.2,4296,6031,10.912,23/07/2020 00:31
bookshop-ui,26.8,345,16.83,3.4,23/07/2020 00:32
bookshop-purchases,26.9,692,108.7,2.867,23/07/2020 00:32
bookshop-books,26.9,4297,18.3,7.641,23/07/2020 00:32
bookshop-ui,26.9,345,13.71,2.7,23/07/2020 00:32
bookshop-purchases,26.7,692,151.8,3.8,23/07/2020 00:32
bookshop-books,26.7,4297,9145,6.436,23/07/2020 00:32
bookshop-ui,26.7,345,24,2.333,23/07/2020 00:33
bookshop-purchases,26.6,692,138.2,2.067,23/07/2020 00:33
bookshop-books,26.6,4298,15.84,5.553,23/07/2020 00:33
bookshop-ui,27.5,345,11.19,1.833,23/07/2020 00:34
bookshop-purchases,27.5,692,40.3,2.533,23/07/2020 00:34
bookshop-books,27.6,4298,5.009,4.474,23/07/2020 00:34
bookshop-ui,26.5,345,16.29,2.3,23/07/2020 00:34
bookshop-purchases,26.5,692,41.2,2.267,23/07/2020 00:34
bookshop-books,26.5,4298,6213,4.265,23/07/2020 00:34
bookshop-ui,30.5,345,4.2,2.033,23/07/2020 00:35
bookshop-purchases,30.6,692,22.62,2.333,23/07/2020 00:35
bookshop-books,30.6,4298,4.464,5.033,23/07/2020 00:35
bookshop-ui,34.6,346,32.12,2.167,23/07/2020 00:35
bookshop-purchases,34.6,693,7.353,1.833,23/07/2020 00:35
bookshop-books,34.6,4298,3823,3.9,23/07/2020 00:35
bookshop-ui,34.6,346,12.11,1.667,23/07/2020 00:36
bookshop-purchases,34.6,693,10.37,1.4,23/07/2020 00:36
bookshop-books,34.6,4298,3839,3.167,23/07/2020 00:36
bookshop-ui,34.5,346,11.28,1.3,23/07/2020 00:36
bookshop-purchases,34.5,693,38.13,0.933,23/07/2020 00:36
bookshop-books,34.5,4298,5410,1.825,23/07/2020 00:36
bookshop-ui,26.6,346,609.4,0.533,23/07/2020 00:37
bookshop-purchases,26.6,693,130.1,0.533,23/07/2020 00:37
bookshop-books,26.6,4299,3.058,1,23/07/2020 00:37
bookshop-ui,28.1,346,10940,0.267,23/07/2020 00:38
bookshop-purchases,28.2,693,103.5,0.6,23/07/2020 00:38
bookshop-books,28.4,4299,3103,0.919,23/07/2020 00:38
bookshop-ui,27.1,346,11190,0.267,23/07/2020 00:39
bookshop-purchases,27.3,693,95.49,0.533,23/07/2020 00:39
bookshop-books,27.2,4299,9510,0.639,23/07/2020 00:39
bookshop-ui,30.5,346,4225,0.3,23/07/2020 00:40
bookshop-purchases,30.6,693,29.6,0.4,23/07/2020 00:40
bookshop-books,30.6,4299,1921,0.914,23/07/2020 00:40
bookshop-ui,34.4,347,14740,0.233,23/07/2020 00:40
bookshop-purchases,34.4,693,7.137,0.367,23/07/2020 00:40
bookshop-books,34.4,4299,6680,0.567,23/07/2020 00:40
bookshop-ui,26.8,347,7422,0.067,23/07/2020 00:42
bookshop-purchases,26.8,693,67.21,0.167,23/07/2020 00:42
bookshop-books,26.8,4299,1017,0.433,23/07/2020 00:42
bookshop-ui,28.5,347,3796,0.033,23/07/2020 00:43
bookshop-purchases,28.5,693,4.5,0.033,23/07/2020 00:43
bookshop-books,28.5,4299,10780,0.139,23/07/2020 00:43
