Microservices,CPU,mem,response,throughtput,timestamp
bookshop-purchases,94.1,4325,11.54,44.633,11/07/2020 23:42
bookshop-books,93.9,4397,0.939,97.433,11/07/2020 23:42
bookshop-ui,89.1,279,5.013,41.9,11/07/2020 23:43
bookshop-purchases,89.2,3965,39.45,44.733,11/07/2020 23:43
bookshop-books,89.2,4443,1.77,82.3,11/07/2020 23:43
bookshop-ui,93.3,279,2.473,45.6,11/07/2020 23:43
bookshop-purchases,93.2,4173,4.434,40.2,11/07/2020 23:43
bookshop-books,93.2,4444,2.25,92.533,11/07/2020 23:43
bookshop-ui,90.6,279,6.666,41.5,11/07/2020 23:44
bookshop-purchases,90.6,3996,17.31,45.767,11/07/2020 23:44
bookshop-books,90.6,4444,1.033,84.033,11/07/2020 23:44
bookshop-ui,90.7,279,3.018,41.3,11/07/2020 23:44
bookshop-purchases,90.7,4060,41.35,39.226,11/07/2020 23:44
bookshop-books,90.7,4445,347.3,87.2,11/07/2020 23:44
bookshop-ui,90.2,279,2.489,42.667,11/07/2020 23:45
bookshop-purchases,90.2,4064,49.66,46.5,11/07/2020 23:45
bookshop-books,90.3,4524,1.369,84.367,11/07/2020 23:45
bookshop-ui,93.5,279,3.255,43.867,11/07/2020 23:45
bookshop-purchases,93.5,4214,58.14,45.767,11/07/2020 23:45
bookshop-books,93.5,4524,2.909,90.233,11/07/2020 23:45
bookshop-ui,91,280,15.06,42.6,11/07/2020 23:46
bookshop-purchases,90.9,4166,14.89,39.633,11/07/2020 23:46
bookshop-books,90.8,4524,0.87,79.9,11/07/2020 23:46
bookshop-ui,92.7,280,1.627,41.333,11/07/2020 23:46
bookshop-purchases,92.8,4334,13.64,44.133,11/07/2020 23:46
bookshop-books,93,4524,1.007,90.367,11/07/2020 23:46
bookshop-ui,93.8,280,4.735,44.6,11/07/2020 23:47
bookshop-purchases,93.7,4363,47.86,43,11/07/2020 23:47
bookshop-books,93.6,4524,1.203,88.433,11/07/2020 23:47
bookshop-ui,93.4,280,6.555,43.333,11/07/2020 23:47
bookshop-purchases,93.5,4377,9.295,43.033,11/07/2020 23:47
bookshop-books,93.5,4524,3.504,89.067,11/07/2020 23:47
bookshop-ui,89,280,2.263,40,11/07/2020 23:48
bookshop-purchases,88.9,4303,15.92,41.2,11/07/2020 23:48
bookshop-books,88.9,4526,1.877,82.633,11/07/2020 23:48
bookshop-ui,93.7,280,5.734,43.333,11/07/2020 23:48
bookshop-purchases,93.8,4321,20.11,41.645,11/07/2020 23:48
bookshop-books,93.8,4527,1.18,87.5,11/07/2020 23:48
bookshop-ui,82.2,280,12.98,36.133,11/07/2020 23:49
bookshop-purchases,82,4375,274,33.1,11/07/2020 23:49
bookshop-books,81.9,4443,1.032,69.633,11/07/2020 23:49
bookshop-ui,87.2,281,121.2,38.367,11/07/2020 23:49
bookshop-purchases,87.3,4442,58.69,42.8,11/07/2020 23:49
bookshop-books,86.7,4466,2.087,74.3,11/07/2020 23:49
bookshop-ui,79.7,281,9.592,36.5,11/07/2020 23:50
bookshop-purchases,78.5,4393,5.441,33.5,11/07/2020 23:50
bookshop-books,78.1,4474,5.953,66.9,11/07/2020 23:50
bookshop-ui,90.7,281,4.164,37.767,11/07/2020 23:50
bookshop-purchases,91.9,4407,15.08,42.567,11/07/2020 23:50
bookshop-books,93,4477,1.22,88.833,11/07/2020 23:50
bookshop-ui,93.6,281,3.351,41.467,11/07/2020 23:51
bookshop-purchases,93.6,4413,8.428,37,11/07/2020 23:51
bookshop-books,93.8,4477,0.877,74.485,11/07/2020 23:51
bookshop-ui,86.2,281,6.163,36.567,11/07/2020 23:51
bookshop-purchases,86.3,4435,27.5,36.967,11/07/2020 23:51
bookshop-books,86.2,4481,11.38,75.129,11/07/2020 23:51
bookshop-ui,83.6,281,2.744,34.867,11/07/2020 23:52
bookshop-purchases,83.5,4444,11.93,33.667,11/07/2020 23:52
bookshop-books,83.6,4484,2850,67.833,11/07/2020 23:52
bookshop-ui,79.8,281,6.951,32.533,11/07/2020 23:52
bookshop-purchases,79.7,4446,8.45,36.2,11/07/2020 23:52
bookshop-books,79.7,4493,4.376,73.6,11/07/2020 23:52
bookshop-ui,83.4,281,8.477,34.333,11/07/2020 23:53
bookshop-purchases,83.3,4445,17.02,32.4,11/07/2020 23:53
bookshop-books,82.4,4497,1.004,66.267,11/07/2020 23:53
bookshop-ui,77.4,282,6.201,33.3,11/07/2020 23:53
bookshop-purchases,76.4,4447,42.77,32.067,11/07/2020 23:53
bookshop-books,76.1,4508,1.158,67.233,11/07/2020 23:53
bookshop-ui,88.7,282,8.539,36.767,11/07/2020 23:54
bookshop-purchases,89.9,4452,15.29,35.467,11/07/2020 23:54
bookshop-books,90.9,4492,2.786,70.758,11/07/2020 23:54
bookshop-ui,81.2,282,3.261,31.2,11/07/2020 23:54
bookshop-purchases,81.2,4460,32.73,33.4,11/07/2020 23:54
bookshop-books,81.3,4496,1.285,66.5,11/07/2020 23:54
bookshop-ui,81.9,282,2.434,31.5,11/07/2020 23:55
bookshop-purchases,81.9,4444,13.2,31.533,11/07/2020 23:55
bookshop-books,81.9,4498,1.004,66.188,11/07/2020 23:55
bookshop-ui,86,283,8.656,35.6,11/07/2020 23:55
bookshop-purchases,85.9,4448,20.96,41.233,11/07/2020 23:55
bookshop-books,85.9,4494,2.854,87.667,11/07/2020 23:55
bookshop-ui,80.7,283,4.784,30.667,11/07/2020 23:56
bookshop-purchases,80.7,4455,45.94,28.2,11/07/2020 23:56
bookshop-books,80.6,4500,0.974,53.8,11/07/2020 23:56
bookshop-ui,78.7,283,2.616,35.3,11/07/2020 23:56
bookshop-purchases,78.8,4448,30.64,31,11/07/2020 23:56
bookshop-books,78.9,4495,1.147,62.656,11/07/2020 23:56
bookshop-ui,82.8,283,22.54,29.933,11/07/2020 23:57
bookshop-purchases,82.6,4463,13.36,30.733,11/07/2020 23:57
bookshop-books,82.6,4492,2.687,66.2,11/07/2020 23:57
bookshop-ui,80.2,283,17.36,29.133,11/07/2020 23:57
bookshop-purchases,80.3,4447,29.39,32.5,11/07/2020 23:57
bookshop-books,80.3,4494,1.001,65.567,11/07/2020 23:57
bookshop-ui,83.2,283,11.6,32.267,11/07/2020 23:58
bookshop-purchases,83.2,4459,22.51,32.467,11/07/2020 23:58
bookshop-books,83.2,4508,1.759,66.3,11/07/2020 23:58
bookshop-ui,77.7,283,5.768,31.8,11/07/2020 23:58
bookshop-purchases,77.7,4454,50.19,30.367,11/07/2020 23:58
bookshop-books,77.7,4503,4.46,61.167,11/07/2020 23:58
bookshop-ui,80.1,283,6.151,29.867,11/07/2020 23:59
bookshop-purchases,80.1,4458,16.27,30.967,11/07/2020 23:59
bookshop-books,80.1,4512,1.614,63.3,11/07/2020 23:59
bookshop-ui,85.9,282,5.409,33.2,11/07/2020 23:59
bookshop-purchases,85.1,4453,29.32,30.333,11/07/2020 23:59
bookshop-books,85,4511,1.883,61.8,11/07/2020 23:59
bookshop-ui,82.9,280,25.3,28.633,12/07/2020 00:09
bookshop-purchases,82.9,4462,18.41,29.29,12/07/2020 00:09
bookshop-books,82.9,4535,2.944,41.567,12/07/2020 00:09
bookshop-ui,83.7,280,12.57,24.033,12/07/2020 00:10
bookshop-purchases,83.7,4463,19.42,25.233,12/07/2020 00:10
bookshop-books,83.8,4535,5.611,55.742,12/07/2020 00:10
bookshop-ui,77.9,280,29.16,25.8,12/07/2020 00:10
bookshop-purchases,77.9,4463,38.08,24.7,12/07/2020 00:10
bookshop-books,77.8,4527,1.4,63.767,12/07/2020 00:10
bookshop-ui,79,280,14.11,29.633,12/07/2020 00:11
bookshop-purchases,79,4463,9.439,31.067,12/07/2020 00:11
bookshop-books,79,4533,2.073,52.167,12/07/2020 00:11
bookshop-ui,85,281,8.772,25.733,12/07/2020 00:11
bookshop-purchases,84.2,4464,12.64,26.567,12/07/2020 00:11
bookshop-books,83.6,4533,2.309,54.067,12/07/2020 00:11
bookshop-ui,84,281,2.341,27.067,12/07/2020 00:12
bookshop-purchases,84.9,4464,114.1,25.1,12/07/2020 00:12
bookshop-books,85.6,4534,2.501,62.667,12/07/2020 00:12
bookshop-ui,83,281,6.419,25.067,12/07/2020 00:12
bookshop-purchases,83,4465,83.13,25.433,12/07/2020 00:12
bookshop-books,82.9,4562,1.314,37.033,12/07/2020 00:12
bookshop-ui,77.4,281,13.43,22.933,12/07/2020 00:13
bookshop-purchases,77.4,4465,64.83,25.2,12/07/2020 00:13
bookshop-books,77.4,4525,3.144,56,12/07/2020 00:13
bookshop-ui,75.7,281,7.607,27.2,12/07/2020 00:13
bookshop-purchases,74.9,4465,30.3,27.033,12/07/2020 00:13
bookshop-books,74.2,4538,8.643,53.7,12/07/2020 00:13
bookshop-ui,83.1,281,10.42,23.133,12/07/2020 00:14
bookshop-purchases,83.9,4467,16.71,23.433,12/07/2020 00:14
bookshop-books,84.6,4538,1.578,44.867,12/07/2020 00:14
bookshop-ui,77.1,282,3.543,24.033,12/07/2020 00:14
bookshop-purchases,76.2,4467,14.48,23.867,12/07/2020 00:14
bookshop-books,75.5,4531,1.082,50.5,12/07/2020 00:14
bookshop-ui,78.6,282,4.434,24.433,12/07/2020 00:15
bookshop-purchases,79.4,4468,8.847,24.767,12/07/2020 00:15
bookshop-books,79.9,4531,1.519,49.1,12/07/2020 00:15
bookshop-ui,82.2,282,7.961,24.6,12/07/2020 00:15
bookshop-purchases,82.3,4469,16.77,24.767,12/07/2020 00:15
bookshop-books,82.6,4531,1.4,48.233,12/07/2020 00:15
bookshop-ui,77.7,282,3.241,20.667,12/07/2020 00:16
bookshop-purchases,77.5,4469,80.43,18.5,12/07/2020 00:16
bookshop-books,76.8,4533,1.156,48.567,12/07/2020 00:16
bookshop-ui,69.3,282,6.959,21.733,12/07/2020 00:16
bookshop-purchases,69.4,4470,76.9,21.733,12/07/2020 00:16
bookshop-books,70,4529,5.841,46.133,12/07/2020 00:16
bookshop-ui,78.4,282,2.097,27.1,12/07/2020 00:17
bookshop-purchases,78.5,4470,111.8,28.733,12/07/2020 00:17
bookshop-books,78.4,4529,742.6,43.571,12/07/2020 00:17
bookshop-ui,85.1,282,6.979,21.5,12/07/2020 00:17
bookshop-purchases,84.2,4470,11.24,18.968,12/07/2020 00:17
bookshop-books,83.7,4534,3.087,40.147,12/07/2020 00:17
bookshop-ui,71.1,282,9.049,17.467,12/07/2020 00:18
bookshop-purchases,71.9,4471,7.756,21.867,12/07/2020 00:18
bookshop-books,72.6,4530,5.538,58.9,12/07/2020 00:18
bookshop-ui,73,282,30.29,28.1,12/07/2020 00:18
bookshop-purchases,73.1,4472,29.43,23.833,12/07/2020 00:18
bookshop-books,73.1,4532,1.045,41.367,12/07/2020 00:18
bookshop-ui,82.6,282,3.829,19.7,12/07/2020 00:19
bookshop-purchases,82.5,4472,35.09,24,12/07/2020 00:19
bookshop-books,82.5,4533,1.169,39,12/07/2020 00:19
bookshop-ui,77,282,3.277,18.967,12/07/2020 00:19
bookshop-purchases,76.6,4473,35.05,15.867,12/07/2020 00:19
bookshop-books,76.1,4544,2.533,48.233,12/07/2020 00:19
bookshop-ui,66.6,282,7.279,24.267,12/07/2020 00:20
bookshop-purchases,67.1,4473,51.8,24.156,12/07/2020 00:20
bookshop-books,67.6,4530,1.316,46.133,12/07/2020 00:20
bookshop-ui,81.1,282,25.59,21.7,12/07/2020 00:20
bookshop-purchases,80.3,4473,110.5,23.533,12/07/2020 00:20
bookshop-books,79.7,4539,1.792,36.3,12/07/2020 00:20
bookshop-ui,74.6,282,5.49,18.633,12/07/2020 00:21
bookshop-purchases,75.5,4473,19.38,17.4,12/07/2020 00:21
bookshop-books,76.1,4532,6.821,36.7,12/07/2020 00:21
bookshop-ui,39.5,290,2.23,2.4,13/07/2020 18:19
bookshop-purchases,36.9,3944,16.85,3.167,13/07/2020 18:19
bookshop-books,36,4483,1.767,6.419,13/07/2020 18:19
bookshop-ui,36.6,290,6.729,2.933,13/07/2020 18:19
bookshop-purchases,36.5,3944,16.64,3.167,13/07/2020 18:20
bookshop-books,34.9,4483,1.112,6.333,13/07/2020 18:20
bookshop-ui,33.7,291,1.789,2.933,13/07/2020 18:20
bookshop-purchases,38.8,3948,40.24,3,13/07/2020 18:20
bookshop-books,38.8,4483,1.109,5.531,13/07/2020 18:20
bookshop-ui,38.8,291,4.479,2.533,13/07/2020 18:20
bookshop-purchases,36.1,3948,31.44,2.1,13/07/2020 18:21
bookshop-books,36.2,4483,2.001,5.533,13/07/2020 18:21
bookshop-ui,36.2,291,17.01,2.4,13/07/2020 18:21
bookshop-purchases,38.7,3943,52.56,2.533,13/07/2020 18:21
bookshop-books,39.3,4487,1.127,4.903,13/07/2020 18:21
bookshop-ui,39.3,291,2.469,1.467,13/07/2020 18:21
bookshop-purchases,33.9,3943,17.46,2.4,13/07/2020 18:22
bookshop-books,36.1,4487,1,4.7,13/07/2020 18:22
bookshop-ui,36,291,3.946,2.233,13/07/2020 18:22
bookshop-purchases,38.9,3940,22.51,2.4,13/07/2020 18:22
bookshop-books,36.1,4486,1.503,4.5,13/07/2020 18:22
bookshop-ui,37.2,290,15.08,1.933,13/07/2020 18:22
bookshop-purchases,35.7,3940,26.82,2.167,13/07/2020 18:23
bookshop-books,35.7,4486,1.505,4.097,13/07/2020 18:23
bookshop-ui,34.7,290,17.38,1.9,13/07/2020 18:23
bookshop-purchases,35.7,3940,26.62,1.833,13/07/2020 18:23
bookshop-books,35.7,4486,2.71,3.9,13/07/2020 18:23
bookshop-ui,35.7,290,122.5,1.7,13/07/2020 18:23
bookshop-purchases,37.8,3946,33.84,1.8,13/07/2020 18:24
bookshop-books,37.8,4486,1.005,3.633,13/07/2020 18:24
bookshop-ui,37.8,291,236.7,1.667,13/07/2020 18:24
bookshop-purchases,35.5,3947,47.03,1.467,13/07/2020 18:24
bookshop-books,35.5,4487,1.175,3.258,13/07/2020 18:24
bookshop-ui,35.5,291,26,1.367,13/07/2020 18:24
bookshop-purchases,35.5,3947,25.4,1.8,13/07/2020 18:25
bookshop-books,35.5,4487,0.435,3.167,13/07/2020 18:25
bookshop-ui,35.5,291,228.7,1.267,13/07/2020 18:25
bookshop-purchases,35.6,3947,27.85,1.7,13/07/2020 18:25
bookshop-books,35.6,4487,1.147,3.033,13/07/2020 18:25
bookshop-ui,35.6,292,55.04,1,13/07/2020 18:25
bookshop-purchases,35.7,3947,61.66,1.6,13/07/2020 18:26
bookshop-books,38.2,4487,3799,2.71,13/07/2020 18:26
bookshop-ui,38.2,292,940.9,1.133,13/07/2020 18:26
bookshop-purchases,35.4,3947,60.72,1.467,13/07/2020 18:26
bookshop-books,34.2,4487,1.048,2.533,13/07/2020 18:26
bookshop-ui,35.4,292,1873,1.1,13/07/2020 18:26
bookshop-purchases,35.3,3947,49.92,1.367,13/07/2020 18:27
bookshop-books,34,4487,3.17,2.367,13/07/2020 18:27
bookshop-ui,34.3,292,448.6,0.967,13/07/2020 18:27
bookshop-purchases,35.3,3947,37.24,1.233,13/07/2020 18:27
bookshop-books,35.3,4487,1.967,2.2,13/07/2020 18:27
bookshop-ui,33.8,292,1798,0.933,13/07/2020 18:27
bookshop-purchases,38.3,3941,32.56,1.133,13/07/2020 18:28
bookshop-books,38.3,4487,2.89,2.033,13/07/2020 18:28
bookshop-ui,38.3,293,3272,0.967,13/07/2020 18:28
bookshop-purchases,35.2,3941,40.43,1.1,13/07/2020 18:28
bookshop-books,35.2,4487,2.768,1.967,13/07/2020 18:28
bookshop-ui,35.2,293,7541,0.8,13/07/2020 18:28
bookshop-purchases,35.1,3941,15.68,0.933,13/07/2020 18:29
bookshop-books,35.1,4487,1906,1.867,13/07/2020 18:29
bookshop-ui,35.1,293,1842,0.8,13/07/2020 18:29
bookshop-purchases,35.3,3941,67.97,1,13/07/2020 18:29
bookshop-books,35.3,4487,5.783,1.667,13/07/2020 18:29
bookshop-ui,35.3,293,1131,0.5,13/07/2020 18:29
bookshop-purchases,35.2,3941,61.16,1.267,13/07/2020 18:30
bookshop-books,35.2,4487,6.834,1.667,13/07/2020 18:30
bookshop-ui,35.3,293,6542,0.367,13/07/2020 18:30
bookshop-purchases,36.9,3944,18.78,0.967,13/07/2020 18:30
bookshop-books,37.9,4487,5718,1.267,13/07/2020 18:30
bookshop-ui,35.1,293,5248,0.133,13/07/2020 18:31
bookshop-purchases,33.2,3944,73.71,1.1,13/07/2020 18:31
bookshop-books,35.1,4488,6.868,1.5,13/07/2020 18:31
bookshop-ui,35.1,293,7760,0.1,13/07/2020 18:31
bookshop-purchases,34.5,3944,30.55,0.733,13/07/2020 18:32
bookshop-books,34.8,4488,10.7,1.2,13/07/2020 18:32
bookshop-ui,35,293,1699,0.233,13/07/2020 18:32
bookshop-purchases,35.2,3944,19.55,0.967,13/07/2020 18:32
bookshop-books,33.6,4488,1.319,1,13/07/2020 18:32
bookshop-ui,35.1,294,516.9,0.2,13/07/2020 18:32
bookshop-purchases,34.9,3944,34.93,0.7,13/07/2020 18:33
bookshop-books,34.1,4488,0.971,1.133,13/07/2020 18:33
bookshop-ui,33.6,294,7996,0.333,13/07/2020 18:33
bookshop-purchases,34.9,3944,24.3,0.567,13/07/2020 18:33
bookshop-books,34.9,4488,3812,1.067,13/07/2020 18:33
bookshop-ui,33.8,294,7384,0.3,13/07/2020 18:33
bookshop-purchases,34.9,3944,22.67,0.7,13/07/2020 18:34
bookshop-books,34.9,4488,1.411,0.767,13/07/2020 18:34
bookshop-ui,34.9,294,6621,0.067,13/07/2020 18:34
bookshop-purchases,37.5,3946,20.79,0.667,13/07/2020 18:34
bookshop-books,37.6,4488,3800,0.833,13/07/2020 18:34
bookshop-ui,37.5,294,2042,0.033,13/07/2020 18:34
bookshop-purchases,34.9,3946,52.78,0.833,13/07/2020 18:35
bookshop-books,34.9,4488,16.88,0.633,13/07/2020 18:35
bookshop-ui,34.8,294,2075,0.033,13/07/2020 18:37
bookshop-purchases,34.8,3946,16.43,0.367,13/07/2020 18:38
bookshop-books,34.8,4488,0.953,0.367,13/07/2020 18:38
bookshop-ui,34.8,294,8788,0.067,13/07/2020 18:38
bookshop-purchases,34.9,3946,55.72,0.467,13/07/2020 18:38
bookshop-books,34.9,4488,3816,0.567,13/07/2020 18:38
bookshop-ui,34.9,294,14050,0.033,13/07/2020 18:38
bookshop-purchases,34.7,3946,15.68,0.233,13/07/2020 18:39
bookshop-books,34.7,4488,5746,0.263,13/07/2020 18:39
bookshop-ui,34.3,294,3817,0.033,13/07/2020 18:42
bookshop-purchases,34.6,3943,13.5,0.067,13/07/2020 18:43
bookshop-books,34.5,4489,12420,0.167,13/07/2020 18:43
bookshop-ui,32.5,268,4.85,28.867,13/07/2020 19:50
bookshop-books,36.1,507,5.996,74.6,13/07/2020 19:50
bookshop-purchases,60.2,348,4.375,188.76,13/07/2020 19:50
bookshop-ui,59.5,292,2.316,186.26,13/07/2020 19:50
bookshop-books,58.9,1133,0.997,378.43,13/07/2020 19:50
bookshop-purchases,59.5,375,2.535,181.26,13/07/2020 19:51
bookshop-ui,59.7,297,1.5,180.03,13/07/2020 19:51
bookshop-books,59.5,1699,1.115,357.93,13/07/2020 19:51
bookshop-purchases,57.8,492,13.9,177.1,13/07/2020 19:51
bookshop-ui,57.7,298,3.875,177.03,13/07/2020 19:51
bookshop-books,57.9,1827,1.008,362.03,13/07/2020 19:51
bookshop-purchases,57.3,569,1.133,181.76,13/07/2020 19:52
bookshop-ui,57.6,298,2.548,181.86,13/07/2020 19:52
bookshop-books,57.1,2315,1.056,367,13/07/2020 19:52
bookshop-purchases,57.3,660,4.393,176.8,13/07/2020 19:52
bookshop-ui,57.3,298,1.551,176.73,13/07/2020 19:52
bookshop-books,57.8,2804,1.476,356.13,13/07/2020 19:52
bookshop-purchases,60,764,2.443,167.46,13/07/2020 19:53
bookshop-ui,60,298,2.916,167.33,13/07/2020 19:53
bookshop-books,60,3274,1.376,336.1,13/07/2020 19:53
bookshop-purchases,60.1,773,5.006,161.93,13/07/2020 19:53
bookshop-ui,60.1,298,2.579,161.46,13/07/2020 19:53
bookshop-books,60.6,3727,2.499,326.03,13/07/2020 19:53
bookshop-purchases,63,773,6.724,151.46,13/07/2020 19:54
bookshop-ui,63.2,298,2.369,151.66,13/07/2020 19:54
bookshop-books,63.3,4144,1.439,306.26,13/07/2020 19:54
bookshop-purchases,63.3,1722,36.95,90.033,13/07/2020 19:54
bookshop-ui,63.8,299,2.504,88.367,13/07/2020 19:54
bookshop-books,64.4,4296,1.33,177.46,13/07/2020 19:54
bookshop-purchases,65.6,2121,21.01,80.267,13/07/2020 19:55
bookshop-ui,64.7,299,2.318,78.267,13/07/2020 19:55
bookshop-books,62.1,4300,1.192,148.2,13/07/2020 19:55
bookshop-purchases,37,2155,10.07,16.867,13/07/2020 19:55
bookshop-ui,36.2,299,7.875,16.433,13/07/2020 19:55
bookshop-books,36.2,4300,3706,28.029,13/07/2020 19:55
bookshop-purchases,38,2225,18.9,8.333,13/07/2020 19:56
bookshop-ui,38.5,299,10.68,8.267,13/07/2020 19:56
bookshop-books,38.6,4301,2.015,19.879,13/07/2020 19:56
bookshop-purchases,36,2285,10.39,9.5,13/07/2020 19:56
bookshop-ui,35.5,299,2.262,8.9,13/07/2020 19:56
bookshop-books,37.9,4302,1.102,16.969,13/07/2020 19:56
bookshop-purchases,36,2291,52.54,8.033,13/07/2020 19:57
bookshop-ui,36,299,3.159,7.9,13/07/2020 19:57
bookshop-books,33.5,4302,2.844,14.871,13/07/2020 19:57
bookshop-purchases,37.8,2298,7.715,5.1,13/07/2020 19:57
bookshop-ui,37.8,300,2.009,6.4,13/07/2020 19:57
bookshop-books,37.8,4302,1.511,12.548,13/07/2020 19:57
bookshop-purchases,35.7,2303,18.8,6.067,13/07/2020 19:58
bookshop-ui,35.7,300,1.754,4.467,13/07/2020 19:58
bookshop-books,35.7,4302,0.659,10.806,13/07/2020 19:58
bookshop-purchases,36.2,2307,31.48,5.067,13/07/2020 19:58
bookshop-ui,37.2,300,2.414,4.667,13/07/2020 19:58
bookshop-books,37.2,4302,1.469,9.097,13/07/2020 19:58
bookshop-purchases,33.8,2310,23.7,4.4,13/07/2020 19:59
bookshop-ui,33.5,300,1.133,4.3,13/07/2020 19:59
bookshop-books,35.3,4303,1.043,7.774,13/07/2020 19:59
bookshop-purchases,35.3,2313,20.88,3.767,13/07/2020 19:59
bookshop-ui,34.7,300,2.433,3.3,13/07/2020 19:59
bookshop-books,35,4303,1.008,6.633,13/07/2020 19:59
bookshop-purchases,35.1,2316,14.42,3.267,13/07/2020 20:00
bookshop-ui,35.1,300,2.443,2.967,13/07/2020 20:00
bookshop-books,32.9,4303,1.541,5.548,13/07/2020 20:00
bookshop-purchases,37,2316,32.53,2.567,13/07/2020 20:00
bookshop-ui,37,300,9.446,2.2,13/07/2020 20:00
bookshop-books,37,4303,3804,4.933,13/07/2020 20:00
bookshop-purchases,35,2317,21.27,1.9,13/07/2020 20:01
bookshop-ui,35,300,35.29,2.133,13/07/2020 20:01
bookshop-books,35.1,4303,1.303,3.967,13/07/2020 20:01
bookshop-purchases,35.1,2319,43.52,2.133,13/07/2020 20:01
bookshop-ui,35.1,300,235.5,1.133,13/07/2020 20:01
bookshop-books,35,4303,0.707,3.467,13/07/2020 20:01
bookshop-purchases,34.9,2321,18.56,1.833,13/07/2020 20:02
bookshop-ui,34.9,300,118.7,1.533,13/07/2020 20:02
bookshop-books,34.9,4304,5.735,2.9,13/07/2020 20:02
bookshop-purchases,34,2322,42.49,1.6,13/07/2020 20:02
bookshop-ui,34.8,300,1890,1.233,13/07/2020 20:02
bookshop-books,34.8,4304,1.967,2.467,13/07/2020 20:02
bookshop-purchases,33.4,2322,28.48,1.267,13/07/2020 20:03
bookshop-ui,33.8,300,30.03,1.1,13/07/2020 20:03
bookshop-books,35,4304,1.857,2,13/07/2020 20:03
bookshop-purchases,37.2,2327,333.7,1.067,13/07/2020 20:03
bookshop-ui,36,300,948.1,0.733,13/07/2020 20:03
bookshop-books,37.2,4304,2.251,1.8,13/07/2020 20:03
bookshop-purchases,34.6,2327,10.97,1,13/07/2020 20:04
bookshop-ui,34.7,300,3458,0.667,13/07/2020 20:04
bookshop-books,34,4304,5724,1.367,13/07/2020 20:04
bookshop-purchases,34.8,2328,35.87,1.033,13/07/2020 20:04
bookshop-ui,34.7,300,2723,0.367,13/07/2020 20:04
bookshop-books,33.1,4304,3838,1.133,13/07/2020 20:04
bookshop-purchases,34.7,2328,8.436,0.767,13/07/2020 20:05
bookshop-ui,34.7,300,3590,0.433,13/07/2020 20:05
bookshop-books,34.6,4304,19.9,0.967,13/07/2020 20:05
bookshop-purchases,34.6,2329,14.46,0.6,13/07/2020 20:05
bookshop-ui,34.7,300,13330,0.1,13/07/2020 20:06
bookshop-books,34.6,4304,1927,0.6,13/07/2020 20:06
bookshop-purchases,34.6,2330,38.34,0.467,13/07/2020 20:07
bookshop-ui,34.6,300,7574,0.333,13/07/2020 20:07
bookshop-books,34.6,4304,1893,0.632,13/07/2020 20:07
bookshop-purchases,34.6,2330,9.625,0.133,13/07/2020 20:07
bookshop-ui,34.6,300,6518,0.167,13/07/2020 20:07
bookshop-books,34.6,4304,1497,0.367,13/07/2020 20:07
bookshop-purchases,33.1,2330,12.5,0.267,13/07/2020 20:08
bookshop-ui,34.5,300,12430,0.1,13/07/2020 20:08
bookshop-books,34.5,4304,3717,0.367,13/07/2020 20:08
bookshop-purchases,33.7,2331,12.22,0.267,13/07/2020 20:08
bookshop-ui,33.4,300,1314,0.033,13/07/2020 20:08
bookshop-books,34.6,4304,1857,0.3,13/07/2020 20:08
bookshop-purchases,34.6,2331,9.82,0.233,13/07/2020 20:09
bookshop-ui,33.5,300,5457,0.033,13/07/2020 20:09
bookshop-books,34.6,4304,4795,0.2,13/07/2020 20:09
bookshop-purchases,34.6,2331,7.719,0.167,13/07/2020 20:09
bookshop-ui,49.6,285,2.008,160.07,13/07/2020 20:29
bookshop-purchases,41.9,441,3.923,207.93,13/07/2020 20:29
bookshop-books,41.9,1126,0.99,330.55,13/07/2020 20:29
bookshop-ui,41.9,283,1.033,207.43,13/07/2020 20:29
bookshop-purchases,49.4,507,2.291,178.73,13/07/2020 20:30
bookshop-books,49.6,1274,0.873,415.66,13/07/2020 20:30
bookshop-ui,49.7,285,1.095,179.1,13/07/2020 20:30
bookshop-purchases,51.2,583,3.685,184.1,13/07/2020 20:30
bookshop-books,51.1,1527,0.973,358.76,13/07/2020 20:30
bookshop-ui,51.1,285,1.401,181.93,13/07/2020 20:30
bookshop-purchases,57.5,765,4.261,167.9,13/07/2020 20:31
bookshop-books,57.5,1781,0.359,362.1,13/07/2020 20:31
bookshop-ui,57.5,285,1.31,165.13,13/07/2020 20:31
bookshop-purchases,51.2,784,3.708,156.26,13/07/2020 20:31
bookshop-books,51.3,2035,0.355,324.9,13/07/2020 20:31
bookshop-ui,51.4,285,1.988,157.93,13/07/2020 20:31
bookshop-purchases,60.1,785,3.902,162.63,13/07/2020 20:32
bookshop-books,60,2283,0.746,322.43,13/07/2020 20:32
bookshop-ui,60,285,7.776,163.4,13/07/2020 20:32
bookshop-purchases,66.6,1312,2.423,157.93,13/07/2020 20:32
bookshop-books,66.7,2487,0.875,327.76,13/07/2020 20:32
bookshop-ui,66.8,285,4.038,157.06,13/07/2020 20:32
bookshop-purchases,78,2158,88.83,134.73,13/07/2020 20:33
bookshop-books,77.9,2662,1.469,313.56,13/07/2020 20:33
bookshop-ui,77.9,285,1.729,132.46,13/07/2020 20:33
bookshop-purchases,75.4,2551,2.336,111.5,13/07/2020 20:33
bookshop-books,75.4,2823,0.499,265.63,13/07/2020 20:33
bookshop-ui,75.4,285,1.349,112.06,13/07/2020 20:33
